No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
90,20127133,Nguyen Vu Thanh,Dat,Female,6/12/2002,3880963752020
91,20127134,Tran Quoc,Dat,Male,28/2/2002,4362484472020
92,20127135,Tran Huynh Ngoc,Diep,Female,22/6/2002,3751658642020
93,20127136,Dang Minh,Duc,Female,18/6/2002,3798261102020
94,20127138,Huynh Minh,Duc,Female,19/12/2002,4226121992020
95,20127139,Nguyen Viet,Duc,Male,8/8/2002,3962657322020
96,20127141,Bui Tuan,Dung,Female,20/7/2002,4648557212020
97,20127142,Le Phi,Duong,Female,22/1/2002,3764230282020
98,20127143,Pham Giang Thai,Duong,Male,21/9/2002,4411317832020
99,20127145,Ho Quoc,Duy,Male,24/12/2002,4618095052020
100,20127146,Le Tuan,Duy,Female,23/9/2002,4246055332020
101,20127149,Phan Nguyen Thanh,Duy,Female,10/8/2002,3865060792020
102,20127153,Mai Tran Gia,Han,Male,12/4/2002,4060557232020
103,20127154,Nguyen Thi Thanh,Hang,Male,14/12/2002,4708828342020
104,20127155,Pham Anh,Hao,Male,31/12/2002,3810474142020
105,20127157,Le Nguyen Chi,Hieu,Male,26/10/2002,4282217352020
106,20127158,Le Tran Trung,Hieu,Male,20/10/2002,4535327302020
107,20127159,Nguyen Tan,Hieu,Male,9/5/2002,4030629352020
108,20127161,Bui Thi Thanh,Hoa,Male,7/3/2002,4325644442020
109,20127162,Nguyen Son,Hoa,Male,1/6/2002,3867995902020
110,20127163,Tran Thanh,Hoa,Female,16/6/2002,3766621742020
111,20127165,Le Van,Hoan,Male,3/1/2002,3732303442020
112,20127166,Nguyen Huy,Hoan,Male,16/12/2002,4035841312020
113,20127168,Nguyen Huy,Hoang,Female,12/4/2002,4221118132020
114,20127169,Pham Huy,Hoang,Male,3/1/2002,4296111342020
115,20127170,Pham Viet,Hoang,Male,3/5/2002,3998911852020
116,20127171,Vu Huy,Hoang,Male,17/4/2002,3801347912020
117,20127172,Truong Quoc,Huan,Female,13/8/2002,4477515832020
118,20127175,Do Nguyen,Hung,Female,20/9/2002,4489833312020
119,20127176,Do Tung Gia,Hung,Female,12/3/2002,4370308772020
120,20127180,Tran Nguyen Long,Hung,Female,21/11/2002,4387924662020
121,20127182,Bui Le Quang,Huy,Female,28/2/2002,4078764092020
122,20127184,Ha Huynh Duc,Huy,Male,26/8/2002,4363759442020
123,20127185,Nguyen Gia,Huy,Male,5/4/2002,4314070892020
124,20127186,Nguyen Hoang Gia,Huy,Female,14/6/2002,4382150362020
125,20127188,Nguyen Quoc,Huy,Female,21/4/2002,4268664902020
126,20127189,Nguyen Quoc,Huy,Male,28/3/2002,3803201602020
127,20127190,Nguyen Quoc Dang,Huy,Female,2/2/2002,4113833772020
128,20127192,Tran Anh,Huy,Female,23/8/2002,4619629482020
129,20127193,Tran Vinh Quoc,Huy,Male,30/10/2002,4682671662020
130,20127194,Truong Vinh,Huy,Male,27/9/2002,3947825432020
131,20127195,Luong Gia,Hy,Female,25/1/2002,3927996032020
132,20127196,Nguyen Dang Tuan,Khai,Male,15/12/2002,4039141072020
133,20127198,Huynh Truong Minh,Khang,Male,26/1/2002,4097756382020
134,20127199,Lu Chi,Khang,Male,30/3/2002,4601066282020
135,20127200,Nguyen Nam,Khang,Male,15/12/2002,3980659922020
136,20127201,Truong Bao,Khang,Male,9/6/2002,3943952472020
137,20127202,Vo Minh,Khang,Female,25/10/2002,3913451482020
138,20127203,Vu Nhat,Khang,Female,2/12/2002,3994096372020
139,20127204,Nguyen Phuong,Khanh,Female,21/12/2002,4224224382020
140,20127206,Vu Dinh Duy,Khanh,Female,7/11/2002,4458869942020
141,20127208,Mai Anh,Khiem,Male,19/6/2002,4450555972020
142,20127210,Nguyen Ngoc Anh,Khoa,Female,5/8/2002,3808353452020
143,20127211,Nguyen Tran Dang,Khoa,Male,29/11/2002,3946227942020
144,20127212,Duong Minh Anh,Khoi,Female,25/4/2002,4270676512020
145,20127213,Le Dang Minh,Khoi,Male,29/5/2002,4057430022020
146,20127214,Nguyen Truong Minh,Khoi,Male,30/1/2002,4208438382020
147,20127217,Nguyen Trung,Kien,Male,23/8/2002,3809098742020
148,20127218,Bui Dang Tuan,Kiet,Female,21/1/2002,4543219152020
149,20127219,Bui Tuan,Kiet,Male,8/6/2002,3740023832020
150,20127223,Nguyen Bui Hoang,Lam,Female,12/12/2002,4193676072020
151,20127224,Duong Dang Thanh,Lam,Female,19/11/2002,3904168022020
152,20127226,To Gia,Lam,Male,9/4/2002,4121410822020
153,20127228,Nguyen Hoang Thao,Linh,Male,2/7/2002,3807824012020
154,20127229,Du Phat,Loc,Male,6/7/2002,4316843302020
155,20127233,Huynh The,Long,Male,21/9/2002,4505387252020
156,20127235,Pham Thanh,Long,Female,6/12/2002,4169788792020
157,20127236,Phan Hoang,Long,Female,2/7/2002,4152235492020
158,20127237,Nguyen Tan,Luc,Female,15/4/2002,4400067202020
159,20127239,Hoang Nhat,Minh,Male,30/10/2002,4369907542020
160,20127242,Phan Thanh,Minh,Female,26/11/2002,4379062722020
161,20127244,Dao Trong,Nam,Male,30/9/2002,3808080652020
162,20127245,Ho Ba,Nam,Male,18/5/2002,4626820402020
163,20127246,Nguyen Thanh,Nam,Female,2/10/2002,4424477672020
164,20127247,Phan Xuan,Nam,Female,11/5/2002,4291230862020
165,20127248,Vo Thanh,Nam,Male,30/12/2002,3960677682020
166,20127249,Le Thuy,Nga,Female,20/9/2002,4343557542020
167,20127250,Ho Thi Thanh,Ngan,Male,7/6/2002,3869868862020
168,20127251,Le Thu,Ngan,Male,12/2/2002,4382646432020
169,20127252,Ngo Gia,Ngan,Female,2/1/2002,3785482032020
170,20127253,Nguyen Thanh,Ngan,Male,8/4/2002,4188992682020
171,20127254,To Nguyen Truc,Nghi,Female,9/10/2002,4148069332020
172,20127256,Tran Anh,Ngoc,Male,8/12/2002,4694259952020
173,20127257,Doan Nguyen Phuc,Nguyen,Male,29/4/2002,4479715152020
174,20127258,Hoang Phuoc,Nguyen,Female,16/10/2002,4026968292020
175,20127259,Huynh Thanh,Nguyen,Male,28/10/2002,3839573732020
176,20127261,Nguyen Khoi,Nguyen,Male,20/2/2002,3896933322020
177,20127262,Nguyen Vu Nham,Nguyen,Female,19/4/2002,3996217172020
178,20127264,Do Trong,Nhan,Female,5/5/2002,4378683832020
179,20127265,Nguyen Thien,Nhan,Male,17/6/2002,4384968852020
180,20127268,Ha Dang,Nhuan,Male,31/8/2002,4308633162020
181,20127269,Tran Thi Tuyet,Nhung,Male,14/12/2002,4503089792020
182,20127271,Ton Phuong,Oanh,Male,10/7/2002,4418421152020
183,20127272,Tran Thinh,Phat,Female,2/4/2002,4394907072020
184,20127274,Nguyen Thanh,Phong,Female,25/4/2002,4704173842020
185,20127275,Le Nguyen Nhat,Phu,Female,7/2/2002,4301306202020
186,20127277,Nguyen Trieu,Phu,Male,15/10/2002,4087337562020
187,20127278,Nguyen Van,Phu,Female,24/10/2002,4508275282020
188,20127279,Tran Thi Thanh,Phu,Female,25/11/2002,4466484362020
189,20127281,Le Dinh,Phuc,Female,19/10/2002,4251740942020
190,20127282,Nguyen Hoang,Phuc,Female,13/8/2002,4613656422020
191,20127284,Phung Nghia,Phuc,Male,31/5/2002,4593941682020
192,20127285,Tran Hong Minh,Phuc,Male,11/4/2002,4024257852020
193,20127287,Dinh Cao Hong,Phuoc,Female,29/3/2002,4500087292020
194,20127288,Nguyen Nam,Phuong,Male,3/6/2002,4502585082020
195,20127291,Lam Quang Anh,Quan,Female,8/8/2002,4100372462020
196,20127292,Pham Dang,Quan,Female,8/11/2002,4488045142020
197,20127293,Qui Nguyen Phuoc Dinh,Quan,Female,3/7/2002,4243574192020
198,20127295,Le Nguyen Minh,Quang,Female,22/11/2002,4657584392020
199,20127297,Nguyen Ngoc,Quang,Male,27/9/2002,4666435352020
200,20127298,Nguyen Tran Minh,Quang,Female,4/12/2002,4366182012020
201,20127299,Tran Hoang Minh,Quang,Male,4/9/2002,4163955332020
202,20127301,Lam,Quen,Female,26/11/2002,4628965502020
203,20127302,Dinh Anh,Quoc,Female,16/3/2002,4280751102020
204,20127303,Nguyen Vu Kien,Quoc,Male,27/10/2002,4637325822020
205,20127304,Tran Quang An,Quoc,Male,21/4/2002,4161696332020
206,20127305,Tran Thao,Quyen,Male,2/2/2002,4296665322020
207,20127306,Nguyen Nhat,Quynh,Male,7/12/2002,4063655902020
208,20127308,Phan Minh,Sang,Male,28/8/2002,4711308452020
209,20127309,Nguyen Le,Son,Male,20/6/2002,4686182812020
210,20127310,Duong,Song,Female,20/7/2002,4337207012020
211,20127311,Nguyen Quoc,Su,Male,14/12/2002,4473394672020
212,20127312,Vo Thanh,Suong,Female,20/10/2002,4437891262020
213,20127315,Nguyen Chi,Tai,Female,16/6/2002,4120075472020
214,20127317,Pham Minh,Tai,Female,27/10/2002,3842110592020
215,20127318,Phan Tri,Tai,Male,6/9/2002,4124752842020
216,20127319,Tran Nguyen Anh,Tai,Male,29/11/2002,3942853602020
217,20127320,Pham Cao Minh,Tam,Female,27/4/2002,4158701482020
218,20127321,Le Duy,Tan,Female,6/5/2002,4325246912020
219,20127322,Tran Nhat,Tan,Female,12/2/2002,4603056862020
220,20127323,Vo Nhat,Tan,Female,22/12/2002,4217902822020
221,20127325,Luong Vu,Thai,Female,30/9/2002,3977963402020
222,20127326,Do Quoc,Thang,Female,27/6/2002,4174082372020
223,20127327,Ngo Huu Nhat,Thanh,Male,19/12/2002,4390059012020
224,20127329,Bui Quang,Thanh,Male,25/6/2002,4700383572020
225,20127330,Trinh Duc,Thien,Male,21/1/2002,4455999232020
226,20127333,Nguyen Duy,Thinh,Female,8/6/2002,4345125052020
227,20127334,Nguyen Phat,Thinh,Male,1/1/2002,4692081672020
228,20127335,Pham Huy Cuong,Thinh,Male,21/10/2002,3794095762020
229,20127336,Pham Nguyen Phuoc,Thinh,Male,22/3/2002,3894238352020
230,20127337,Tran Quang,Thinh,Female,11/4/2002,4133236022020
231,20127338,Truong Gia,Thinh,Male,21/1/2002,3721142972020
232,20127342,Ho Nguyen Minh,Thu,Female,19/2/2002,4696566502020
233,20127343,Pham Ngoc Anh,Thu,Female,7/8/2002,4204283792020
234,20127344,Vo Hien Hai,Thuan,Male,24/11/2002,4012285732020
235,20127346,Nguyen Chi,Thuan,Male,18/8/2002,4681467352020
236,20127347,Nguyen Dinh,Thuan,Male,11/11/2002,3832483152020
237,20127348,Nguyen Minh,Thuan,Male,27/9/2002,4176355992020
238,20127349,Tran Quoc,Thuan,Female,2/9/2002,4326361992020
239,20127350,Phan Thanh,Thuy,Male,12/9/2002,4186297762020
240,20127354,Nguyen Minh,Tien,Female,6/6/2002,4487841282020
241,20127355,Tran Thien,Tien,Female,27/3/2002,3935284352020
242,20127356,Tran Trung,Tin,Male,10/7/2002,4018525992020
243,20127358,Le Chau,Toan,Male,23/7/2002,4420713812020
244,20127359,Pham Xuan,Toan,Female,29/1/2002,4673627242020
245,20127361,Nguyen Ngoc Dieu,Trang,Male,20/8/2002,3865852542020
246,20127362,Pham Hien Doan,Trang,Female,27/1/2002,4540094972020
247,20127364,Nguyen Vo Minh,Tri,Female,28/4/2002,3817616532020
248,20127367,Nguyen Thi Hao,Trinh,Female,24/9/2002,4476122872020
249,20127368,La Minh,Trung,Female,2/6/2002,3866241032020
250,20127369,Le Quoc,Trung,Male,31/1/2002,3924777362020
251,20127370,Mai Quy,Trung,Female,20/8/2002,4257776212020
252,20127372,Van Thanh,Trung,Female,19/10/2002,3957280662020
253,20127374,Nguyen Duc,Truong,Male,13/6/2002,4192163002020
254,20127376,Tran Nhat,Truong,Male,21/11/2002,4084526722020
255,20127380,Duong Minh,Tung,Female,27/4/2002,4579322462020
256,20127381,Pham Minh,Tung,Male,8/9/2002,4206028212020
257,20127382,Bui Van The,Tuong,Female,13/11/2002,4048618822020
258,20127383,Le Ngoc,Tuong,Female,26/9/2002,4675747102020
259,20127384,Vang Khanh,Tuong,Male,5/1/2002,4683838822020
260,20127385,Huynh Hoang Gia,Uy,Male,9/11/2002,4507266122020
261,20127386,Nguyen Le Ngoc,Van,Female,8/9/2002,4352844642020
262,20127390,Le Anh,Vinh,Male,6/12/2002,4373399222020
263,20127391,Ho Yen,Vy,Male,26/7/2002,4121732752020
264,20127392,Le Nguyen Lan,Vy,Female,13/4/2002,3794919552020
265,20127393,Nguyen Thuy,Vy,Female,4/12/2002,3965160972020
266,20127395,Phan Minh,Xuan,Male,27/5/2002,3956108372020
267,20127397,Nguyen Thuy Hoang,Yen,Male,8/12/2002,4363329742020
268,20127400,Phan Gia,Huy,Male,21/7/2002,4236115532020
269,20127401,Quach Do Gia,Huy,Female,3/5/2002,4216564272020
270,20127402,Bui Thanh,Lam,Female,17/12/2002,4248481062020
271,20127403,Pham Tran Minh,Ngoc,Male,28/11/2002,4086258142020
272,20127404,Nguyen Trung,Nguyen,Male,3/12/2002,4466198992020
273,20127405,Doan Duy,Phong,Female,11/7/2002,4400731762020
274,20127406,Thai Cam,Phong,Male,14/2/2002,4704979302020
275,20127409,Phan Duc,Sung,Male,10/8/2002,4581835682020
276,20127410,Tran Dinh,Tan,Female,13/3/2002,4266081222020
277,20127411,Do Dat,Thanh,Female,11/11/2002,4680163912020
278,20127412,Nguyen Thi Minh,Thao,Male,19/3/2002,4627877782020
279,20127415,Mai Gia,Chung,Female,2/12/2002,4023711262020
280,20127416,Pham Anh,Tuyen,Female,7/12/2002,4619010822020
281,20127417,Pham Thao,Vy,Female,10/10/2002,3923232032020
282,20127418,Do Phuong,Nam,Female,28/6/2002,3863839222020
283,20127419,Nguyen Minh,Viet,Male,3/9/2002,3723687932020
284,20127420,Nguyen Tran Minh,Tuan,Male,21/1/2002,4239425862020
285,20127423,Dinh Thanh,Danh,Female,23/10/2002,3856310712020
286,20127424,Tran Tien,Hoang,Female,3/3/2002,4558716202020
287,20127425,Le Tran Phi,Hung,Male,9/7/2002,3999073182020
288,20127430,Nguyen Quang,Tien,Female,22/5/2002,4086494782020
289,20127431,Le Hoang Dai,An,Female,25/5/2002,4322105652020
290,20127432,Nguyen Hoai,An,Female,18/4/2002,4145233792020
291,20127434,Tran Thanh,An,Female,17/7/2002,4683775922020
292,20127435,Tran Van,An,Female,9/3/2002,4520391002020
293,20127436,Nguyen Duc The,An,Female,23/2/2002,4238400302020
294,20127437,Duong Duc,Anh,Male,5/6/2002,3849691102020
295,20127438,Le Nguyen Nguyen,Anh,Male,10/6/2002,4391672972020
296,20127439,Nguyen Hoai Duy,Anh,Male,16/9/2002,4603232602020
297,20127441,Vo Minh,Anh,Male,7/4/2002,4305754362020
298,20127442,Ton That,Bach,Female,28/3/2002,3807197532020
299,20127443,Nguyen Ho Huu,Bang,Male,25/8/2002,4689933872020
300,20127444,Bui Duy,Bao,Female,9/2/2002,3980157972020
301,20127445,Do Quoc,Bao,Male,21/11/2002,4342831712020
302,20127446,Giang Gia,Bao,Male,21/4/2002,3787568702020
303,20127447,Ngo Duc,Bao,Female,7/10/2002,4099507302020
304,20127448,Nguyen Thai,Bao,Male,31/8/2002,4471182362020
305,20127449,Tran Quoc,Bao,Male,11/7/2002,4342103882020
306,20127450,Duong Quang,Binh,Male,21/10/2002,4571123342020
307,20127451,Nguyen Nhat,Canh,Male,31/8/2002,4600121832020
308,20127452,Ho Dang,Cao,Male,15/8/2002,3881499092020
309,20127453,Cai Minh,Chanh,Female,30/7/2002,4363170642020
310,20127454,Tran Huu,Chinh,Female,26/12/2002,3808359882020
311,20127455,Hua Lam Chi,Cuong,Female,15/7/2002,3945735952020
312,20127456,Nguyen Manh,Cuong,Male,4/1/2002,4052670202020
313,20127457,Pham Nguyen Cao,Cuong,Female,17/3/2002,3809774322020
314,20127458,Dang Tien,Dat,Female,20/11/2002,3793580552020
315,20127459,Le Quoc,Dat,Female,22/7/2002,3889413502020
316,20127460,Ly Van,Dat,Male,30/11/2002,4411057032020
317,20127461,Nguyen Le Tan,Dat,Male,20/10/2002,4706629352020
318,20127463,Phan Phuc,Dat,Female,9/12/2002,4547628892020
319,20127465,Le Dong,Dong,Female,25/3/2002,4243804792020
320,20127466,Cao Nhat,Duc,Male,30/12/2002,4376328772020
321,20127467,Lien Van,Duc,Female,14/7/2002,4423614572020
322,20127468,Nguyen Huynh,Duc,Female,20/12/2002,4295742982020
323,20127469,Pham Minh,Duc,Male,14/6/2002,4039339972020
324,20127470,Than Minh,Duc,Male,16/1/2002,4680458002020
325,20127472,Bui Thi,Dung,Male,27/5/2002,4189319362020
326,20127473,Vu Duc,Dung,Female,1/12/2002,4484810572020
327,20127474,Doan Anh,Duong,Male,16/11/2002,3857110032020
328,20127475,Nguyen Tran Dai,Duong,Male,31/12/2002,3975412742020
329,20127476,Do Duc,Duy,Male,15/9/2002,4623083192020
330,20127477,Do Duc,Duy,Male,24/4/2002,3982519822020
331,20127478,Huynh Tuan,Duy,Female,29/5/2002,3758453182020
332,20127479,Le Nhat,Duy,Female,16/4/2002,3868349462020
333,20127480,Nguyen Duc,Duy,Male,11/1/2002,4264460242020
334,20127481,Nguyen Duc,Duy,Male,14/1/2002,4575018352020
335,20127482,Nguyen Le,Duy,Female,8/3/2002,4375898572020
336,20127483,Nguyen Tien,Duy,Female,23/10/2002,4172526902020
337,20127484,Nguyen Tu,Duy,Female,22/6/2002,4367375862020
338,20127485,Pham Duc,Duy,Male,25/6/2002,4459403182020
339,20127486,Duong Thanh,Giang,Male,7/2/2002,3990077252020
340,20127489,Phan Hong,Ha,Male,5/9/2002,4257339902020
341,20127490,Nguyen Thi Ngoc,Hai,Male,2/2/2002,4041161922020
342,20127491,Le Duc,Hanh,Female,17/1/2002,4711350802020
343,20127492,Lieu Gia,Hao,Female,9/5/2002,4680769892020
344,20127493,Nguyen Van,Hau,Male,22/7/2002,4008015572020
345,20127494,Truong Chi,Hien,Female,7/5/2002,4459919042020
346,20127495,Thai Chi,Hien,Male,16/1/2002,4507914302020
347,20127496,Nguyen Thai,Hiep,Female,5/9/2002,4184793622020
348,20127497,Nguyen Minh,Hieu,Male,13/10/2002,4628980192020
349,20127498,Nguyen Van,Hieu,Female,5/10/2002,4191282572020
350,20127499,Phan Le Minh,Hieu,Female,2/1/2002,3838573732020
351,20127500,Dao Ngoc,Hoa,Female,24/2/2002,4629148422020
352,20127501,Ta Lu Thien,Hoa,Female,19/3/2002,3811474172020
353,20127502,Vo Le,Hoai,Male,14/5/2002,3977195882020
354,20127503,Duong Hien Le,Hoang,Female,22/11/2002,4163955662020
355,20127504,Mai Vu Huy,Hoang,Male,12/5/2002,4164605122020
356,20127506,Tran,Hoang,Male,26/3/2002,4370799172020
357,20127507,Bui Tran,Huan,Male,6/7/2002,4522588562020
358,20127508,Bui Quoc,Hung,Male,31/10/2002,3866446272020
359,20127509,Lu Phi,Hung,Male,22/4/2002,4139517572020
360,20127510,Nguyen Quang,Hung,Male,25/2/2002,4470493482020
361,20127511,Bui Quang,Hung,Male,4/11/2002,4048330422020
362,20127512,Tran Quoc,Hung,Male,14/7/2002,3868729782020
363,20127513,Truong Quang,Hung,Male,1/4/2002,4333520552020
364,20127514,Tran Thi Bao,Huong,Female,24/4/2002,4275617132020
365,20127515,Nguyen Hoang Quoc,Huy,Male,18/8/2002,3747929602020
366,20127516,Nguyen Huu Nhat,Huy,Male,11/5/2002,4638473002020
367,20127517,Nguyen Quang,Huy,Male,24/7/2002,4477065682020
368,20127518,Nguyen Quoc,Huy,Female,4/1/2002,4099917942020
369,20127519,Nguyen Van Minh,Huy,Female,8/8/2002,4220495622020
370,20127520,Nguyen Truong,Kha,Male,4/1/2002,4147679482020
371,20127521,Ho Quang,Khai,Female,26/2/2002,3882744082020
372,20127522,Nguyen Huu,Khai,Male,19/8/2002,3859973262020
373,20127523,Pham Hieu,Khai,Male,23/9/2002,4423944212020
374,20127524,Phan Tuan,Khai,Male,16/4/2002,3809301932020
375,20127525,Dinh Nguyen Duy,Khang,Male,21/5/2002,4652094832020
376,20127526,Lieu Gia Phuc,Khang,Male,26/1/2002,4674612102020
377,20127527,Pham Nguyen,Khang,Male,5/7/2002,4229791402020
378,20127528,Quach Vinh,Khang,Female,6/8/2002,4183818702020
379,20127530,Nguyen Dinh Quang,Khanh,Male,23/12/2002,3744514472020
380,20127531,Truong Trong,Khanh,Female,20/8/2002,4042943832020
381,20127533,Le Dang,Khoa,Male,28/12/2002,4443839022020
382,20127534,Nguyen Dang,Khoa,Male,14/12/2002,4208885522020
383,20127535,Nguyen Hoang Minh,Khoa,Male,4/3/2002,4374533912020
384,20127536,Nguyen Tuan,Khoa,Male,31/7/2002,4251048322020
385,20127537,Tran Anh,Khoi,Male,8/1/2002,4348281222020
386,20127538,Tran Nguyen Minh,Khoi,Male,5/1/2002,4031067232020
387,20127539,Tran Duy,Khuong,Female,29/12/2002,3880963752020
388,20127540,Tran Manh,Khuong,Female,16/11/2002,4362484472020
389,20127541,Nguyen Trung,Kien,Female,15/10/2002,3751658642020
390,20127542,Le Anh,Kiet,Female,7/1/2002,3798261102020
391,20127543,Nguyen Le Tuan,Kiet,Male,12/3/2002,4226121992020
392,20127544,Nguyen Tuan,Kiet,Female,21/1/2002,3962657322020
393,20127545,Tran Anh,Kiet,Male,3/11/2002,4648557212020
394,20127546,Vo Thanh,Lam,Female,25/5/2002,3764230282020
395,20127547,Phan Thanh,Lap,Female,31/5/2002,4411317832020
396,20127548,Dong My,Linh,Female,2/11/2002,4618095052020
